filename,platform,prompt_tokens,completion_tokens,total_time_sec,tokens_per_second,valid_json
2601.10079v1_Sparse-RL Breaking the Memory Wall in LLM Reinforc.pdf,AMD RX 6800 (Vulkan),954,165,6.138117074966431,26.88120770340673,True
2601.10088v1_State of AI An Empirical 100 Trillion Token Study .pdf,AMD RX 6800 (Vulkan),842,172,6.230180740356445,27.607545778866026,True
2601.10090v1_Difficulty-guided Sampling Bridging the Target Gap.pdf,AMD RX 6800 (Vulkan),679,154,5.527385473251343,27.86127378762557,True
2601.10092v1_LeMoF Level-guided Multimodal Fusion for Heterogen.pdf,AMD RX 6800 (Vulkan),833,158,5.807156085968018,27.207810098609112,True
2601.10094v1_V-Zero Self-Improving Multimodal Reasoning with Ze.pdf,AMD RX 6800 (Vulkan),919,148,5.544233798980713,26.694400951707568,True
2601.10101v2_Matrix as Plan Structured Logical Reasoning with F.pdf,AMD RX 6800 (Vulkan),964,143,5.481156349182129,26.089385321281295,True
2601.10103v1_FlowAct-R1 Towards Interactive Humanoid Video Gene.pdf,AMD RX 6800 (Vulkan),589,220,7.508427381515503,29.30040990229237,True
2601.10104v1_MathDoc Benchmarking Structured Extraction and Act.pdf,AMD RX 6800 (Vulkan),935,162,6.117376089096069,26.48194219883869,True
2601.10108v1_SIN-Bench Tracing Native Evidence Chains in Long-C.pdf,AMD RX 6800 (Vulkan),999,247,8.839592456817627,27.942464678843727,True
2601.10112v1_Repository Intelligence Graph Deterministic Archit.pdf,AMD RX 6800 (Vulkan),822,163,5.947920560836792,27.404535472993626,True
2601.10114v1_Following the Teachers Footsteps Scheduled Checkpo.pdf,AMD RX 6800 (Vulkan),717,138,5.042935609817505,27.365013293317457,True
2601.10120v1_TopoDIM One-shot Topology Generation of Diverse In.pdf,AMD RX 6800 (Vulkan),987,166,6.214074373245239,26.71355217676742,True
2601.10122v1_Role-Playing Agents Driven by Large Language Model.pdf,AMD RX 6800 (Vulkan),723,203,7.17461371421814,28.294206222936996,True
2601.10129v1_LaViT Aligning Latent Visual Thoughts for Multi-mo.pdf,AMD RX 6800 (Vulkan),980,163,6.044453382492065,26.96687188822305,True
2601.10130v1_Redundancy-Driven Top-k Functional Dependency Disc.pdf,AMD RX 6800 (Vulkan),1032,104,4.2249579429626465,24.615629647445104,True
2601.10131v2_M4olGen Multi-Agent Multi-Stage Molecular Generati.pdf,AMD RX 6800 (Vulkan),964,166,6.201658487319946,26.767033421689927,True
2601.10132v1_Is More Context Always Better Examining LLM Reason.pdf,AMD RX 6800 (Vulkan),1059,174,6.507028579711914,26.740315931992342,True
2601.10137v1_Step-by-Step Causality Transparent Causal Discover.pdf,AMD RX 6800 (Vulkan),941,157,5.832458257675171,26.918323811987385,True
2601.10141v1_Understanding and Preserving Safety in Fine-Tuned .pdf,AMD RX 6800 (Vulkan),939,414,14.230964183807373,29.091493355809842,True
2601.10143v1_History Is Not Enough An Adaptive Dataflow System .pdf,AMD RX 6800 (Vulkan),845,148,5.473616600036621,27.038795519402985,True
2601.10148v1_DecisionLLM Large Language Models for Long Sequenc.pdf,AMD RX 6800 (Vulkan),985,184,6.772931814193726,27.16696477209464,True
2601.10150v1_Simple Network Graph Comparative Learning.pdf,AMD RX 6800 (Vulkan),853,106,4.091621160507202,25.906601770252873,True
2601.10154v1_MHub.ai A Simple Standardized and Reproducible Pla.pdf,AMD RX 6800 (Vulkan),924,229,8.111463785171509,28.23164918995666,True
2601.10155v1_LOOKAT Lookup-Optimized Key-Attention for Memory-E.pdf,AMD RX 6800 (Vulkan),870,117,4.4964587688446045,26.0204765605054,True
2601.10157v1_MMPG MoE-based Adaptive Multi-Perspective Graph Fu.pdf,AMD RX 6800 (Vulkan),905,176,6.371623277664185,27.622474262872775,True
2601.10160v1_Alignment Pretraining AI Discourse Causes Self-Ful.pdf,AMD RX 6800 (Vulkan),939,132,5.074321746826172,26.013328792672997,True
2601.10161v1_AWED-FiNER Agents Web applications and Expert Dete.pdf,AMD RX 6800 (Vulkan),1035,152,5.754756450653076,26.412933597346303,True
2601.10168v1_RAG-3DSG Enhancing 3D Scene Graphs with Re-Shot Gu.pdf,AMD RX 6800 (Vulkan),923,159,5.881500244140625,27.03391879621222,True
2601.10169v1_CtD Composition through Decomposition in Emergent .pdf,AMD RX 6800 (Vulkan),992,112,4.483111381530762,24.982649429904978,True
2601.10173v1_ReasAlign Reasoning Enhanced Safety Alignment agai.pdf,AMD RX 6800 (Vulkan),958,121,4.737610578536987,25.54030095849832,True
2601.10187v1_HOMURA Taming the Sand-Glass for Time-Constrained .pdf,AMD RX 6800 (Vulkan),848,161,5.874271869659424,27.40765214350462,True
2601.10191v1_How does downsampling affect needle electromyograp.pdf,AMD RX 6800 (Vulkan),807,169,6.086428642272949,27.76669372679735,True
2601.10193v1_GFM4GA Graph Foundation Model for Group Anomaly De.pdf,AMD RX 6800 (Vulkan),973,116,4.566656827926636,25.40151458078066,True
2601.10201v1_PRL Process Reward Learning Improves LLMs Reasonin.pdf,AMD RX 6800 (Vulkan),840,128,4.77889347076416,26.78444304797035,True
2601.10205v1_One Instruction Does Not Fit All How Well Do Embed.pdf,AMD RX 6800 (Vulkan),935,151,5.624066352844238,26.84890087109931,True
2601.10212v1_PADER Paillier-based Secure Decentralized Social R.pdf,AMD RX 6800 (Vulkan),877,126,4.783825874328613,26.33875130701397,True
2601.10215v1_Topo-RAG Topology-aware retrieval for hybrid text-.pdf,AMD RX 6800 (Vulkan),732,201,7.0220208168029785,28.62423869764492,True
2601.10222v1_Introduction to optimization methods for training .pdf,AMD RX 6800 (Vulkan),655,173,6.082026481628418,28.444466745182687,True
2601.10236v1_Who Owns the Text Design Patterns for Preserving A.pdf,AMD RX 6800 (Vulkan),716,119,4.42812180519104,26.873696170800354,True
2601.10242v1_Loop as a Bridge Can Looped Transformers Truly Lin.pdf,AMD RX 6800 (Vulkan),926,120,4.585862398147583,26.1673791277455,True
2601.10245v1_TRIM Hybrid Inference via Targeted Stepwise Routin.pdf,AMD RX 6800 (Vulkan),859,136,5.098316431045532,26.67547254851538,True
2601.10251v1_X-SAM Boosting Sharpness-Aware Minimization with D.pdf,AMD RX 6800 (Vulkan),851,137,5.125910043716431,26.726961423745763,True
2601.10254v1_NoReGeo Non-Reasoning Geometry Benchmark.pdf,AMD RX 6800 (Vulkan),876,147,5.544128656387329,26.51453620771281,True
2601.10257v1_Untangling Input Language from Reasoning Language .pdf,AMD RX 6800 (Vulkan),864,138,5.170109272003174,26.691892325620326,True
2601.10272v1_MoST Mixing Speech and Text with Modality-Aware Mi.pdf,AMD RX 6800 (Vulkan),831,135,5.030369758605957,26.83699339776007,True
2601.10274v1_Queueing-Aware Optimization of Reasoning Tokens fo.pdf,AMD RX 6800 (Vulkan),872,116,4.485375881195068,25.861823640317375,True
2601.10282v2_SPIKE Sparse Koopman Regularization for Physics-In.pdf,AMD RX 6800 (Vulkan),873,136,5.128352642059326,26.519237168797392,True
2601.10305v1_DanQing An Up-to-Date Large-Scale Chinese Vision-L.pdf,AMD RX 6800 (Vulkan),921,177,6.550900459289551,27.01918630880796,True
2601.10306v1_Evidence-Augmented Policy Optimization with Reward.pdf,AMD RX 6800 (Vulkan),964,142,5.47244119644165,25.948200246049748,True
2601.10338v1_Agent Skills in the Wild An Empirical Study of Sec.pdf,AMD RX 6800 (Vulkan),980,142,5.446030616760254,26.074036301410523,True
2601.10342v1_C-GRASP Clinically-Grounded Reasoning for Affectiv.pdf,AMD RX 6800 (Vulkan),870,147,5.515929937362671,26.650084694564676,True
2601.10343v2_OctoBench Benchmarking Scaffold-Aware Instruction .pdf,AMD RX 6800 (Vulkan),1026,178,6.545424699783325,27.194568445022732,True
2601.10348v1_Training-Trajectory-Aware Token Selection.pdf,AMD RX 6800 (Vulkan),983,163,6.027439832687378,27.042990809470307,True
2601.10349v1_SuS Strategy-aware Surprise for Intrinsic Explorat.pdf,AMD RX 6800 (Vulkan),803,103,4.008960962295532,25.692442747315297,True
2601.10373v1_Towards Efficient Low-rate Image Compression with .pdf,AMD RX 6800 (Vulkan),1057,131,5.152093887329102,25.42655527341559,True
2601.10378v2_Global Context Compression with Interleaved Vision.pdf,AMD RX 6800 (Vulkan),948,147,5.557188034057617,26.452227115422435,True
2601.10386v1_Handling Missing Modalities in Multimodal Survival.pdf,AMD RX 6800 (Vulkan),642,224,7.738937854766846,28.944540478772012,True
2601.10398v2_LatentRefusal Latent-Signal Refusal for Unanswerab.pdf,AMD RX 6800 (Vulkan),930,155,5.815281629562378,26.65391117294251,True
2601.10402v1_Toward Ultra-Long-Horizon Agentic Science Cognitiv.pdf,AMD RX 6800 (Vulkan),957,259,9.106077432632446,28.442543116518014,True
2601.10406v1_ErrEval Error-Aware Evaluation for Question Genera.pdf,AMD RX 6800 (Vulkan),931,144,5.4657416343688965,26.34592149298089,True
2601.10413v1_LADFA A Framework of Using Large Language Models a.pdf,AMD RX 6800 (Vulkan),878,162,5.9728171825408936,27.122879379858006,True
2601.10416v1_LLMdoctor Token-Level Flow-Guided Preference Optim.pdf,AMD RX 6800 (Vulkan),1009,173,6.469419956207275,26.74119181797899,True
2601.10421v1_Are Language Models Models.pdf,AMD RX 6800 (Vulkan),361,105,3.5226058959960938,29.80747863942042,True
2601.10436v1_Development of Ontological Knowledge Bases by Leve.pdf,AMD RX 6800 (Vulkan),579,122,4.279586553573608,28.507426704134684,True
2601.10440v1_AgentGuardian Learning Access Control Policies to .pdf,AMD RX 6800 (Vulkan),813,130,4.862585544586182,26.73474817214004,True
2601.10457v1_NSR-Boost A Neuro-Symbolic Residual Boosting Frame.pdf,AMD RX 6800 (Vulkan),957,143,5.402622222900391,26.46862839934617,True
2601.10460v1_Contextual StereoSet Stress-Testing Bias Alignment.pdf,AMD RX 6800 (Vulkan),703,128,4.678141832351685,27.36129099695442,True
2601.10462v3_ChartComplete A Taxonomy-based Inclusive Chart Dat.pdf,AMD RX 6800 (Vulkan),815,96,3.7940402030944824,25.302842052569922,True
2601.10477v1_Urban Socio-Semantic Segmentation with Vision-Lang.pdf,AMD RX 6800 (Vulkan),884,140,5.278426170349121,26.523057343575623,True
2601.10485v1_Panning for Gold Expanding Domain-Specific Knowled.pdf,AMD RX 6800 (Vulkan),898,136,5.139936923980713,26.45946866886305,True
2601.10496v1_Model See Model Do Exposure-Aware Evaluation of Bu.pdf,AMD RX 6800 (Vulkan),939,146,5.550886869430542,26.302103327675628,True
2601.10498v1_Projected Microbatch Accumulation yields reference.pdf,AMD RX 6800 (Vulkan),960,142,5.399384498596191,26.29929393561788,True
2601.10511v1_Scalable Algorithms for Approximate DNF Model Coun.pdf,AMD RX 6800 (Vulkan),736,117,4.388772249221802,26.658936339370523,True
2601.10512v2_SatMap Revisiting Satellite Maps as Prior for Onli.pdf,AMD RX 6800 (Vulkan),701,105,3.9735968112945557,26.424422251786567,True
2601.10520v1_Breaking Up with Normatively Monolithic Agency wit.pdf,AMD RX 6800 (Vulkan),842,150,5.55391001701355,27.00799968679688,True
2601.10524v1_Diagnosing Generalization Failures in Fine-Tuned L.pdf,AMD RX 6800 (Vulkan),817,168,6.141151428222656,27.356433392592923,True
2601.10527v2_A Safety Report on GPT-5.2 Gemini 3 Pro Qwen3-VL G.pdf,AMD RX 6800 (Vulkan),689,309,10.625211000442505,29.081775410119494,True
2601.10543v1_Defending Large Language Models Against Jailbreak .pdf,AMD RX 6800 (Vulkan),917,135,5.150209188461304,26.212527503243635,True
2601.10560v1_Learning Latency-Aware Orchestration for Parallel .pdf,AMD RX 6800 (Vulkan),849,133,4.9356465339660645,26.946824308572833,True
2601.10562v1_Process-Guided Concept Bottleneck Model.pdf,AMD RX 6800 (Vulkan),1226,537,18.88115119934082,28.44106242943215,True
2601.10567v1_Generative AI collective behavior needs an interac.pdf,AMD RX 6800 (Vulkan),478,205,6.78956937789917,30.19337289155607,True
2601.10581v1_From Single to Multi-Agent Reasoning Advancing Gen.pdf,AMD RX 6800 (Vulkan),662,119,4.312982559204102,27.591115513798815,True
2601.10587v1_Adversarial Evasion Attacks on Computer Vision usi.pdf,AMD RX 6800 (Vulkan),425,116,3.981029748916626,29.138189693650883,True
2601.10591v1_ProbFM Probabilistic Time Series Foundation Model .pdf,AMD RX 6800 (Vulkan),847,148,5.514209032058716,26.839751474699643,True
2601.10600v1_Procedural Fairness in Multi-Agent Bandits.pdf,AMD RX 6800 (Vulkan),753,105,4.037825107574463,26.004098048484796,True
2601.10611v1_Molmo2 Open Weights and Data for Vision-Language M.pdf,AMD RX 6800 (Vulkan),785,248,8.659709215164185,28.638375012145026,True
2601.10651v1_Multi-Property Synthesis.pdf,AMD RX 6800 (Vulkan),932,140,5.352592706680298,26.15554884743484,True
2601.10679v1_Are Your Reasoning Models Reasoning or Guessing A .pdf,AMD RX 6800 (Vulkan),1015,104,4.27038049697876,24.353801745202492,True
2601.10681v1_Structure and Diversity Aware Context Bubble Const.pdf,AMD RX 6800 (Vulkan),768,118,4.393195867538452,26.85971751724252,True
2601.10684v1_On the origin of neural scaling laws from random g.pdf,AMD RX 6800 (Vulkan),894,125,4.761927366256714,26.24987539410136,True
2601.10696v1_The Impact of Generative AI on Architectural Conce.pdf,AMD RX 6800 (Vulkan),483,144,4.910602569580078,29.32430347592025,True
2601.10700v2_LIBERTy A Causal Framework for Benchmarking Concep.pdf,AMD RX 6800 (Vulkan),1036,142,5.424168586730957,26.179127313146566,True
2601.10702v1_Grounding Agent Memory in Contextual Intent.pdf,AMD RX 6800 (Vulkan),1033,146,5.605230093002319,26.047102006083446,True
2601.10712v1_MatchTIR Fine-Grained Supervision for Tool-Integra.pdf,AMD RX 6800 (Vulkan),994,156,5.838924169540405,26.717250553414726,True
2601.10748v1_AnyECG Evolved ECG Foundation Model for Holistic H.pdf,AMD RX 6800 (Vulkan),899,190,6.837865352630615,27.786449454858676,True
2601.10768v1_Optimisation of complex product innovation process.pdf,AMD RX 6800 (Vulkan),623,143,5.037847280502319,28.385139929398893,True
2601.10770v1_Unifying Speech Recognition Synthesis and Conversi.pdf,AMD RX 6800 (Vulkan),764,143,5.232245445251465,27.33052214318041,True
2601.10773v1_LogicLens Leveraging Semantic Code Graph to explor.pdf,AMD RX 6800 (Vulkan),862,123,4.710188388824463,26.113605199281107,True
2601.10779v1_Unified Optimization of Source Weights and Transfe.pdf,AMD RX 6800 (Vulkan),844,155,5.756912708282471,26.924153249188837,True
2601.10810v1_Digital Metabolism Decoupling Logic from Facts via.pdf,AMD RX 6800 (Vulkan),725,127,4.710612773895264,26.960399017256123,True
2601.10820v1_Towards Reliable ML Feature Engineering via Planni.pdf,AMD RX 6800 (Vulkan),729,161,5.756418943405151,27.968777391445744,True
2601.10827v1_Approximately Optimal Global Planning for Contact-.pdf,AMD RX 6800 (Vulkan),866,163,5.945369005203247,27.4162965927508,True
2601.10835v1_Can Vision-Language Models Understand Construction.pdf,AMD RX 6800 (Vulkan),907,120,4.663628578186035,25.731037107306516,True
2601.10880v1_Medical SAM3 A Foundation Model for Universal Prom.pdf,AMD RX 6800 (Vulkan),674,156,5.627816438674927,27.71945419682706,True
2601.10904v1_ARC Prize 2025 Technical Report.pdf,AMD RX 6800 (Vulkan),878,233,8.314028978347778,28.024920361331645,True
2601.10917v1_Self-learned representation-guided latent diffusio.pdf,AMD RX 6800 (Vulkan),933,181,6.585490942001343,27.484663116853937,True
2601.10921v1_RobuMTL Enhancing Multi-Task Learning Robustness A.pdf,AMD RX 6800 (Vulkan),908,126,4.759995222091675,26.470614805498077,True
2601.10922v1_What Matters in Data Curation for Multimodal Reaso.pdf,AMD RX 6800 (Vulkan),885,212,7.575366020202637,27.985446437125308,True
2601.10926v1_Selecting Language Models for Social Science Start.pdf,AMD RX 6800 (Vulkan),858,128,4.860903978347778,26.33255060584579,True
2601.10931v1_Sparse Data Tree Canopy Segmentation Fine-Tuning L.pdf,AMD RX 6800 (Vulkan),876,166,6.154541015625,26.971954460708478,True
2601.10945v1_PatientVLM Meets DocVLM Pre-Consultation Dialogue .pdf,AMD RX 6800 (Vulkan),1045,168,6.334917783737183,26.5196811916462,True
2601.10951v1_Multi-Stage Patient Role-Playing Framework for Rea.pdf,AMD RX 6800 (Vulkan),592,113,4.067255973815918,27.78285918748873,True
2601.10955v1_Beyond Max Tokens Stealthy Resource Amplification .pdf,AMD RX 6800 (Vulkan),962,177,6.5774242877960205,26.910229940375277,True
2601.10960v1_Steering Language Models Before They Speak Logit-L.pdf,AMD RX 6800 (Vulkan),876,118,4.559331655502319,25.880986275169203,True
2601.11000v1_When Personalization Misleads Understanding and Mi.pdf,AMD RX 6800 (Vulkan),894,191,6.915403366088867,27.61950241928166,True
2601.11007v1_AdaMARP An Adaptive Multi-Agent Interaction Framew.pdf,AMD RX 6800 (Vulkan),1035,169,6.310347557067871,26.781409180974897,True
2601.11012v1_Efficient Protein Optimization via Structure-aware.pdf,AMD RX 6800 (Vulkan),867,104,4.1124982833862305,25.288764355268356,True
2601.11016v1_Contextual Distributionally Robust Optimization wi.pdf,AMD RX 6800 (Vulkan),653,121,4.468990087509155,27.075468423659178,True
2601.11019v1_Finding the Translation Switch Discovering and Exp.pdf,AMD RX 6800 (Vulkan),918,164,6.122549295425415,26.786227776481258,True
2601.11021v1_Combating Spurious Correlations in Graph Interpret.pdf,AMD RX 6800 (Vulkan),807,112,4.287929534912109,26.119832214615833,True
2601.11030v1_IDDR-NGP Incorporating Detectors for Distractor Re.pdf,AMD RX 6800 (Vulkan),1036,167,6.212118864059448,26.88293699049894,True
2601.11035v1_Your One-Stop Solution for AI-Generated Video Dete.pdf,AMD RX 6800 (Vulkan),636,142,5.010857343673706,28.338463911625315,True
2601.11037v1_BAPO Boundary-Aware Policy Optimization for Reliab.pdf,AMD RX 6800 (Vulkan),958,203,7.392419099807739,27.46056429691325,True
2601.11042v1_Spectral Characterization and Mitigation of Sequen.pdf,AMD RX 6800 (Vulkan),976,177,6.5061211585998535,27.205149686774536,True
2601.11044v2_AgencyBench Benchmarking the Frontiers of Autonomo.pdf,AMD RX 6800 (Vulkan),1031,226,8.181113243103027,27.624602335204948,True
2601.11049v1_Predicting Biased Human Decision-Making with Large.pdf,AMD RX 6800 (Vulkan),827,102,3.9803905487060547,25.625626116803577,True
2601.11063v1_H-AIM Orchestrating LLMs PDDL and Behavior Trees f.pdf,AMD RX 6800 (Vulkan),867,167,6.102465391159058,27.365988874257464,True
2601.11065v1_Fairness in Healthcare Processes A Quantitative An.pdf,AMD RX 6800 (Vulkan),722,126,4.6225035190582275,27.25795653383749,True
2601.11073v1_Bridging Cognitive Neuroscience and Graph Intellig.pdf,AMD RX 6800 (Vulkan),926,138,5.238509893417358,26.34336916561119,True
2601.11076v1_A3D Adaptive Affordance Assembly with Dual-Arm Man.pdf,AMD RX 6800 (Vulkan),1023,139,5.376705646514893,25.852261428910083,True
2601.11077v1_ABC-Bench Benchmarking Agentic Backend Coding in R.pdf,AMD RX 6800 (Vulkan),708,188,6.57846999168396,28.578073661148625,True
2601.11078v1_Visual Marker Search for Autonomous Drone Landing .pdf,AMD RX 6800 (Vulkan),792,130,4.821896553039551,26.960346114860688,True
2601.11089v2_MiCA A Mobility-Informed Causal Adapter for Lightw.pdf,AMD RX 6800 (Vulkan),864,143,5.337505340576172,26.79154227966795,True
2601.11090v1_Efficient Multilingual Name Type Classification Us.pdf,AMD RX 6800 (Vulkan),901,132,4.998639106750488,26.40718747263402,True
2601.11100v1_ReCreate Reasoning and Creating Domain Agents Driv.pdf,AMD RX 6800 (Vulkan),973,147,5.563697814941406,26.42127679997806,True
2601.11109v1_Vision-as-Inverse-Graphics Agent via Interleaved M.pdf,AMD RX 6800 (Vulkan),769,214,7.534113645553589,28.404137509433042,True
2601.11124v1_Learn Before Represent Bridging Generative and Con.pdf,AMD RX 6800 (Vulkan),958,162,6.107175827026367,26.526172585877408,True
2601.11135v1_Context-aware Graph Causality Inference for Few-Sh.pdf,AMD RX 6800 (Vulkan),919,132,4.988482475280762,26.460952935906782,True
2601.11143v1_Learning Quadrupedal Locomotion for a Heavy Hydrau.pdf,AMD RX 6800 (Vulkan),967,163,6.099026203155518,26.72557791531818,True
2601.11144v2_Deep GraphRAG A Balanced Approach to Hierarchical .pdf,AMD RX 6800 (Vulkan),898,121,4.697139501571655,25.760359035432863,True
2601.11147v1_Do We Always Need Query-Level Workflows Rethinking.pdf,AMD RX 6800 (Vulkan),914,145,5.396069049835205,26.871412997287027,True
2601.11151v1_Cross-Modal Attention Network with Dual Graph Lear.pdf,AMD RX 6800 (Vulkan),857,200,7.0811309814453125,28.24407577321476,True
2601.11160v1_Clustering High-dimensional Data Balancing Abstrac.pdf,AMD RX 6800 (Vulkan),808,128,4.769756078720093,26.835753838872883,True
2601.11178v1_TANDEM Temporal-Aware Neural Detection for Multimo.pdf,AMD RX 6800 (Vulkan),862,167,6.080498695373535,27.46485253373464,True
2601.11189v1_Policy-Based Deep Reinforcement Learning Hyperheur.pdf,AMD RX 6800 (Vulkan),864,140,5.211257457733154,26.86491717891417,True
2601.11196v1_Artificial Intelligence and the US Economy An Acco.pdf,AMD RX 6800 (Vulkan),604,121,4.287787199020386,28.219684043005774,True
2601.11199v1_SD-RAG A Prompt-Injection-Resilient Framework for .pdf,AMD RX 6800 (Vulkan),834,139,5.1906163692474365,26.779093292951828,True
2601.11200v1_FAQ Mitigating Quantization Error via Regenerating.pdf,AMD RX 6800 (Vulkan),908,159,5.877703666687012,27.051380780076126,True
2601.11202v1_Epistemic Control and the Normativity of Machine L.pdf,AMD RX 6800 (Vulkan),670,105,3.907323122024536,26.87261757496918,True
2601.11207v1_LoRA as Oracle.pdf,AMD RX 6800 (Vulkan),802,89,3.6054272651672363,24.68500775479429,True
2601.11219v1_SDFLoRA Selective Dual-Module LoRA for Federated F.pdf,AMD RX 6800 (Vulkan),866,162,5.951946973800659,27.217984419735803,True
2601.11232v1_FactCorrector A Graph-Inspired Approach to Long-Fo.pdf,AMD RX 6800 (Vulkan),1003,187,6.9267473220825195,26.996798252455765,True
2601.11252v1_Beyond Model Scaling Test-Time Intervention for Ef.pdf,AMD RX 6800 (Vulkan),925,185,6.752288103103638,27.39812004096303,True
2601.11258v1_Knowledge is Not Enough Injecting RL Skills for Co.pdf,AMD RX 6800 (Vulkan),978,123,4.829942464828491,25.466141863113823,True
2601.11269v1_X-Distill Cross-Architecture Vision Distillation f.pdf,AMD RX 6800 (Vulkan),1005,151,5.785715818405151,26.09875851828885,True
2601.11282v1_From SERPs to Sound How Search Engine Result Pages.pdf,AMD RX 6800 (Vulkan),1015,152,5.720270395278931,26.5721704563912,True
2601.11286v1_XChoice Explainable Evaluation of AI-Human Alignme.pdf,AMD RX 6800 (Vulkan),982,134,5.146268367767334,26.038284524624352,True
2601.11344v1_How Much Would a Clinician Edit This Draft Evaluat.pdf,AMD RX 6800 (Vulkan),895,148,5.56329345703125,26.602946823333223,True
2601.11350v1_FEATHer Fourier-Efficient Adaptive Temporal Hierar.pdf,AMD RX 6800 (Vulkan),796,139,5.064690113067627,27.444917042675534,True
2601.11354v1_AstroReason-Bench Evaluating Unified Agentic Plann.pdf,AMD RX 6800 (Vulkan),702,141,5.120885848999023,27.534298587726024,True
2601.11359v1_Think-Clip-Sample Slow-Fast Frame Selection for Vi.pdf,AMD RX 6800 (Vulkan),872,140,5.265615463256836,26.587585245620765,True
2601.11369v2_Institutional AI Governing LLM Collusion in Multi-.pdf,AMD RX 6800 (Vulkan),814,217,7.66644811630249,28.305154708939526,True
2601.11379v1_Evaluating LLM Behavior in Hiring Implicit Weights.pdf,AMD RX 6800 (Vulkan),791,127,4.769554376602173,26.62722551671058,True
2601.11389v1_Hyperparameter Optimization of Constraint Programm.pdf,AMD RX 6800 (Vulkan),576,127,4.517010927200317,28.115938182756558,True
2601.11400v1_Wetland mapping from sparse annotations with satel.pdf,AMD RX 6800 (Vulkan),758,170,6.212680339813232,27.3633907913425,True
2601.11409v1_Topology-Guaranteed Image Segmentation Enforcing C.pdf,AMD RX 6800 (Vulkan),778,129,4.797717094421387,26.887787975242762,True
2601.11421v1_The Great March 100 100 Detail-oriented Tasks for .pdf,AMD RX 6800 (Vulkan),960,253,8.989147186279297,28.145050332045944,True
2601.11429v1_Relational Linearity is a Predictor of Hallucinati.pdf,AMD RX 6800 (Vulkan),948,119,4.6818718910217285,25.417184145555623,True
2601.11440v1_GenDA Generative Data Assimilation on Complex Urba.pdf,AMD RX 6800 (Vulkan),835,191,6.887901306152344,27.729781759415868,True
2601.11441v1_Hierarchical Orthogonal Residual Spread for Precis.pdf,AMD RX 6800 (Vulkan),875,141,5.313619136810303,26.535586456172034,True
2601.11442v1_Map2Thought Explicit 3D Spatial Reasoning via Metr.pdf,AMD RX 6800 (Vulkan),924,162,5.962956428527832,27.16773163475814,True
2601.11451v1_PRISM-CAFO Prior-conditioned Remote-sensing Infras.pdf,AMD RX 6800 (Vulkan),866,206,7.362555980682373,27.97941374442461,True
2601.11459v1_Interactive Narrative Analytics Bridging Computati.pdf,AMD RX 6800 (Vulkan),848,117,4.476788759231567,26.134804721070385,True
2601.11464v1_MHA2MLA-VLM Enabling DeepSeeks Economical Multi-He.pdf,AMD RX 6800 (Vulkan),970,146,5.570730924606323,26.2084099871181,True
2601.11468v1_Exploring LLM Features in Predictive Process Monit.pdf,AMD RX 6800 (Vulkan),864,133,5.035050630569458,26.41482871940016,True
2601.11479v1_Health Facility Location in Ethiopia Leveraging LL.pdf,AMD RX 6800 (Vulkan),939,129,4.9597132205963135,26.00956834848813,True
2601.11492v1_BoxMind Closed-loop AI strategy optimization for e.pdf,AMD RX 6800 (Vulkan),791,194,6.8775575160980225,28.207688492013624,True
2601.11496v1_The Poisoned Apple Effect Strategic Manipulation o.pdf,AMD RX 6800 (Vulkan),756,141,5.137114524841309,27.44731489208052,True
2601.11505v1_MetaboNet The Largest Publicly Available Consolida.pdf,AMD RX 6800 (Vulkan),729,139,5.072567701339722,27.40229567823975,True
2601.11516v2_Building Production-Ready Probes For Gemini.pdf,AMD RX 6800 (Vulkan),849,141,5.30227518081665,26.592358033421295,True
2601.11517v1_Do explanations generalize across large reasoning .pdf,AMD RX 6800 (Vulkan),892,107,4.210259675979614,25.414109398158196,True
2601.11625v1_Reasoning Stabilization Point A Training-Time Sign.pdf,AMD RX 6800 (Vulkan),922,147,5.4998650550842285,26.72792850873843,True
2601.11643v1_Syllabic Agglutinative Tokenizations for Indonesia.pdf,AMD RX 6800 (Vulkan),838,160,5.8377814292907715,27.407672236101224,True
2601.11644v1_Predicting When to Trust Vision-Language Models fo.pdf,AMD RX 6800 (Vulkan),980,109,4.39604115486145,24.795036297478735,True
2601.11647v1_Reinforcement Learning for Dynamic Workflow Optimi.pdf,AMD RX 6800 (Vulkan),902,144,5.3654115200042725,26.838575095892242,True
2601.11650v1_Large Language Model Agent for User-friendly Chemi.pdf,AMD RX 6800 (Vulkan),655,117,4.263893365859985,27.439710602706935,True
2601.11651v1_Aesthetics as Structural Harm Algorithmic Lookism .pdf,AMD RX 6800 (Vulkan),868,130,4.954617977142334,26.238148046881278,True
2601.11652v1_WISP Waste- and Interference-Suppressed Distribute.pdf,AMD RX 6800 (Vulkan),982,213,7.779394149780273,27.380024189417902,True
2601.11657v1_Size is Not the Solution Deformable Convolutions f.pdf,AMD RX 6800 (Vulkan),806,163,6.03634238243103,27.003107125668812,True
2601.11658v1_Towards AGI A Pragmatic Approach Towards Self Evol.pdf,AMD RX 6800 (Vulkan),829,201,7.152284145355225,28.10291033117465,True
2601.11663v1_Activation Sensitivity as a Unifying Principle for.pdf,AMD RX 6800 (Vulkan),759,122,4.491537570953369,27.162190691439413,True
